	gene_id_NPS_183_R1_
LUZP4	0
LUZP6	0
LVCAT1	0
LVCAT5	0
LVCAT8	0
LVRN	0
LXN	2
LY6D	9
LY6E	21
LY6G5B	0
LY6G5C	1
LY6G6C	0
LY6G6D	0
LY6G6E	0
LY6G6F	1
LY6H	1
LY6K	0
LY75	5
LY75_CD302	0
LY86	1
LY86_AS1	0
LY9	4
LY96	0
LYAR	7
LYG1	0
LYG2	0
LYL1	11
LYN	30
LYNX1	10
LYPD1	0
LYPD2	51
LYPD3	2
LYPD4	0
LYPD5	1
LYPD6	2
LYPD6B	0
LYPD8	0
LYPLA1	5
LYPLA2	6
LYPLA2P2	0
LYPLAL1	4
LYPLAL1_AS1	0
LYRM1	4
LYRM2	7
LYRM4	0
LYRM5	1
LYRM7	6
LYRM9	3
LYSMD1	1
LYSMD2	7
LYSMD3	4
LYSMD4	15
LYST	20
LYVE1	0
LYZ	24
LYZL1	0
LYZL2	0
LYZL4	0
LYZL6	0
LZIC	3
LZTFL1	22
LZTR1	3
LZTS1	0
LZTS1_AS1	0
LZTS2	3
LZTS3	4
M1AP	1
M6PR	17
MAATS1	57
MAB21L1	0
MAB21L2	7
MAB21L3	1
MACC1	21
MACC1_AS1	0
MACF1	141
MACROD1	13
MACROD2	6
MACROD2_AS1	0
MACROD2_IT1	0
MAD1L1	14
MAD2L1	4
MAD2L1BP	2
MAD2L2	6
MADCAM1	0
MADD	31
MAEA	9
MAEL	0
MAF	12
MAF1	6
MAFA	0
MAFA_AS1	0
MAFB	7
MAFF	9
MAFG	3
MAFG_AS1	0
MAFIP	0
MAFK	3
MAFTRR	0
MAG	3
MAGEA1	0
MAGEA10	0
MAGEA10_MAGEA5	0
MAGEA11	0
MAGEA12	0
MAGEA2	0
MAGEA2B	0
MAGEA3	0
MAGEA4	0
MAGEA5	0
MAGEA6	0
MAGEA8	0
MAGEA8_AS1	0
MAGEA9	0
MAGEA9B	0
MAGEB1	0
MAGEB10	0
MAGEB16	0
MAGEB17	0
MAGEB18	0
MAGEB2	0
MAGEB3	0
MAGEB4	0
MAGEB5	0
MAGEB6	1
MAGEC1	0
MAGEC2	0
MAGEC3	0
MAGED1	15
MAGED2	27
MAGED4	0
MAGED4B	0
MAGEE1	1
MAGEE2	0
MAGEF1	16
MAGEH1	0
MAGEL2	3
MAGI1	15
MAGI1_AS1	0
MAGI2	5
MAGI2_AS2	0
MAGI2_AS3	3
MAGI3	6
MAGIX	4
MAGOH	4
MAGOH2P	0
MAGOHB	4
MAGT1	14
MAK	9
MAK16	7
MAL	0
MAL2	15
MALAT1	12198
MALL	0
MALRD1	0
MALSU1	2
MALT1	10
MAMDC2	0
MAMDC2_AS1	1
MAMDC4	1
MAML1	6
MAML2	31
MAML3	4
MAMLD1	1
MAMSTR	20
MAN1A1	7
MAN1A2	43
MAN1B1	6
MAN1B1_AS1	0
MAN1C1	15
MAN2A1	8
MAN2A2	15
MAN2B1	70
MAN2B2	9
MAN2C1	24
MANBA	8
MANBAL	4
MANEA	4
MANEA_AS1	4
MANEAL	1
MANF	5
MANSC1	1
MANSC4	0
MAOA	9
MAOB	16
MAP10	6
MAP1A	54
MAP1B	21
MAP1LC3A	1
MAP1LC3B	12
MAP1LC3B2	0
MAP1LC3C	0
MAP1S	5
MAP2	1
MAP2K1	18
MAP2K2	11
MAP2K3	12
MAP2K4	6
MAP2K4P1	0
MAP2K5	2
MAP2K6	1
MAP2K7	12
MAP3K1	37
MAP3K10	0
MAP3K11	6
MAP3K12	6
MAP3K13	19
MAP3K14	8
MAP3K14_AS1	0
MAP3K15	0
MAP3K19	23
MAP3K2	22
MAP3K3	11
MAP3K4	8
MAP3K5	12
MAP3K6	4
MAP3K7	13
MAP3K7CL	1
MAP3K8	13
MAP3K9	10
MAP4	23
MAP4K1	14
MAP4K2	7
MAP4K3	13
MAP4K4	73
MAP4K5	10
MAP6	26
MAP6D1	1
MAP7	44
MAP7D1	32
MAP7D2	2
MAP7D3	5
MAP9	16
MAPK1	15
MAPK10	10
MAPK11	0
MAPK12	5
MAPK13	14
MAPK14	8
MAPK15	27
MAPK1IP1L	23
MAPK3	2
MAPK4	0
MAPK6	18
MAPK7	15
MAPK8	6
MAPK8IP1	7
MAPK8IP2	1
MAPK8IP3	24
MAPK9	13
MAPKAP1	14
MAPKAPK2	18
MAPKAPK3	7
MAPKAPK5	7
MAPKAPK5_AS1	5
MAPKBP1	12
MAPRE1	18
MAPRE2	3
MAPRE3	34
MAPT	1
MAPT_AS1	0
MAPT_IT1	0
MARC1	0
MARC2	3
MARCH1	14
MARCH10	10
MARCH11	1
MARCH2	2
MARCH3	4
MARCH4	3
MARCH5	4
MARCH6	70
MARCH7	23
MARCH8	9
MARCH9	4
MARCKS	28
MARCKSL1	33
MARCO	0
MARK1	2
MARK2	18
MARK2P9	0
MARK3	29
MARK4	14
MARS	11
MARS2	1
MARVELD1	0
MARVELD2	6
MARVELD3	6
MAS1	0
MAS1L	0
MASP1	0
MASP2	1
MAST1	4
MAST2	12
MAST3	20
MAST4	14
MASTL	5
MAT1A	0
MAT2A	12
MAT2B	39
MATK	1
MATN1	0
MATN1_AS1	0
MATN2	5
MATN3	0
MATN4	0
MATR3	63
MAU2	14
MAVS	27
MAX	19
MAZ	25
MB	9
MB21D1	1
MB21D2	0
MBD1	10
MBD2	51
MBD3	17
MBD3L1	0
MBD3L2	0
MBD3L3	0
MBD3L4	0
MBD3L5	0
MBD4	22
MBD5	6
MBD6	39
MBIP	6
MBL1P	0
MBL2	0
MBLAC1	0
MBLAC2	2
MBNL1	38
MBNL1_AS1	4
MBNL2	16
MBNL3	19
MBOAT1	6
MBOAT2	2
MBOAT4	2
MBOAT7	4
MBP	21
MBTD1	6
MBTPS1	21
MBTPS2	3
MC1R	0
MC2R	0
MC3R	0
MC4R	0
MC5R	0
MCAM	2
MCAT	19
MCC	10
MCCC1	10
MCCC2	12
MCCD1	0
MCEE	0
MCEMP1	0
MCF2	0
MCF2L	13
MCF2L_AS1	1
MCF2L2	0
MCFD2	15
MCHR1	1
MCHR2	0
MCHR2_AS1	0
MCIDAS	0
MCL1	66
MCM10	1
MCM2	22
MCM3	33
MCM3AP	34
MCM3AP_AS1	0
MCM4	11
MCM5	15
MCM6	5
MCM7	24
MCM8	9
MCM8_AS1	0
MCM9	8
MCMBP	7
MCMDC2	0
MCOLN1	0
MCOLN2	0
MCOLN3	1
MCPH1	13
MCPH1_AS1	1
MCRS1	2
MCTP1	18
MCTP2	11
MCTS1	4
MCTS2P	0
MCU	8
MCUR1	8
MDC1	24
MDFI	0
MDFIC	20
MDGA1	0
MDGA2	0
MDH1	16
MDH1B	2
MDH2	23
MDK	27
MDM1	21
MDM2	71
MDM4	32
MDN1	85
MDP1	0
MDS2	1
ME1	8
ME2	7
ME3	4
MEA1	9
MEAF6	29
MEAT6	0
MECOM	32
MECP2	23
MECR	4
MED1	17
MED10	16
MED11	8
MED12	19
MED12L	0
MED13	29
MED13L	51
MED14	11
MED14OS	0
MED15	21
MED15P9	0
MED16	10
MED17	7
MED18	8
MED19	8
MED20	3
MED21	5
MED22	4
MED23	21
MED24	9
MED25	9
MED26	6
MED27	1
MED28	6
MED29	23
MED30	1
MED31	0
MED4	13
MED4_AS1	0
MED6	8
MED7	2
MED8	8
MED9	6
MEDAG	0
MEF2A	24
MEF2B	1
MEF2BNB	1
MEF2BNB_MEF2B	0
MEF2C	40
MEF2C_AS1	0
MEF2D	27
MEFV	1
MEG3	0
MEG8	0
MEG9	0
MEGF10	0
MEGF11	0
MEGF6	2
MEGF8	29
MEGF9	11
MEI1	1
MEI4	0
MEIG1	0
MEIKIN	0
MEIOB	0
MEIS1	13
MEIS1_AS2	0
MEIS1_AS3	2
MEIS2	23
MEIS3	1
MEIS3P1	0
MELK	0
MEMO1	5
MEN1	17
MEOX1	0
MEOX2	0
MEOX2_AS1	0
MEP1A	0
MEP1B	0
MEPCE	43
MEPE	0
MERTK	1
MESDC1	8
MESDC2	17
MESP1	1
MESP2	1
MEST	0
MESTIT1	0
MET	6
METAP1	9
METAP1D	0
METAP2	52
METRN	0
METRNL	13
METTL1	0
METTL10	10
METTL11B	0
METTL12	4
METTL13	11
METTL14	12
METTL15	4
METTL16	16
METTL17	7
METTL18	0
METTL20	0
METTL21A	4
METTL21B	3
METTL21C	0
METTL21EP	0
METTL22	1
METTL23	2
METTL24	0
METTL25	1
METTL2A	2
METTL2B	4
METTL3	4
METTL4	1
METTL5	5
METTL6	4
METTL7A	62
METTL7B	0
METTL8	3
METTL9	8
MEX3A	3
MEX3B	1
MEX3C	8
MEX3D	1
MFAP1	31
MFAP2	4
MFAP3	2
MFAP3L	59
MFAP4	0
MFAP5	0
MFF	11
MFGE8	0
MFHAS1	14
MFI2	3
MFI2_AS1	0
MFN1	18
MFN2	29
MFNG	5
MFRP	0
MFSD1	17
MFSD10	2
MFSD11	34
MFSD12	2
MFSD2A	4
MFSD2B	0
MFSD3	1
MFSD4	2
MFSD5	2
MFSD6	26
MFSD6L	0
MFSD7	0
MFSD8	3
MFSD9	2
MGA	25
MGAM	5
MGAM2	2
MGARP	0
MGAT1	9
MGAT2	4
MGAT3	6
MGAT3_AS1	0
MGAT4A	15
MGAT4B	15
MGAT4C	0
MGAT4D	0
MGAT4EP	0
MGAT5	43
MGAT5B	0
MGC12916	3
MGC15885	0
MGC16025	0
MGC16142	0
MGC16275	0
MGC27345	2
MGC27382	0
MGC2889	0
MGC32805	2
MGC34796	2
MGC39584	0
MGC45922	0
MGC50722	20
MGC57346	0
MGC57346_CRHR1	0
MGC70870	0
MGC72080	12
MGEA5	84
MGLL	42
MGME1	4
MGMT	5
MGP	4
MGRN1	16
MGST1	4
MGST2	3
MGST3	1
MHRT	0
MIA	0
MIA_RAB4B	0
MIA2	0
MIA3	40
MIAT	2
MIATNB	2
MIB1	20
MIB2	7
MICA	6
MICAL1	10
MICAL2	6
MICAL3	50
MICALCL	1
MICALL1	13
MICALL2	41
MICB	7
MICU1	12
MICU2	9
MICU3	3
MID1	4
MID1IP1	22
MID1IP1_AS1	1
MID2	5
MIDN	25
MIEF1	7
MIEF2	3
MIEN1	3
MIER1	55
MIER2	18
MIER3	4
MIF	0
MIF_AS1	0
MIF4GD	2
MIIP	0
MILR1	1
MIMT1	0
MINA	8
MINK1	57
MINOS1	10
MINOS1_NBL1	0
MINOS1P1	1
MINPP1	3
MIOS	7
MIOX	0
MIP	0
MIPEP	26
MIPEPP3	2
MIPOL1	2
MIR1_1	0
MIR1_1HG	1
MIR1_2	0
MIR100	0
MIR100HG	0
MIR101_1	0
MIR101_2	0
MIR103A1	0
MIR103A2	0
MIR103B1	0
MIR103B2	0
MIR105_1	0
MIR105_2	0
MIR106A	0
MIR106B	0
MIR107	0
MIR10A	0
MIR10B	0
MIR1178	0
MIR1179	0
MIR1180	0
MIR1181	0
MIR1182	0
MIR1183	0
MIR1184_1	0
MIR1184_2	0
MIR1184_3	0
MIR1185_1	0
MIR1185_2	0
MIR1193	0
MIR1197	0
MIR1199	0
MIR1200	0
MIR1202	0
MIR1203	0
MIR1204	0
MIR1205	0
MIR1206	0
MIR1207	0
MIR1208	0
MIR122	0
MIR1224	0
MIR1225	0
MIR1226	0
MIR1227	0
MIR1228	0
MIR1229	0
MIR1231	0
MIR1233_1	0
MIR1233_2	0
MIR1234	0
MIR1236	0
MIR1237	0
MIR1238	0
MIR124_1	0
MIR124_2	0
MIR124_2HG	0
MIR124_3	0
MIR1243	0
MIR1244_1	0
MIR1244_2	0
MIR1244_3	0
MIR1244_4	0
MIR1245A	0
MIR1245B	0
MIR1246	176
MIR1247	0
MIR1248	0
MIR1249	0
MIR1250	0
MIR1251	0
MIR1252	0
MIR1253	0
MIR1254_1	0
MIR1254_2	0
MIR1255A	0
MIR1255B1	0
MIR1255B2	0
MIR1256	0
MIR1257	0
MIR1258	0
MIR125A	0
MIR125B1	1
MIR125B2	0
MIR126	0
MIR1260A	0
MIR1260B	0
MIR1261	0
MIR1262	0
MIR1263	0
MIR1264	0
MIR1265	0
MIR1266	0
MIR1267	0
MIR1268A	0
MIR1268B	0
MIR1269A	0
MIR1269B	0
MIR127	0
MIR1270	0
MIR1271	0
MIR1272	0
MIR1273A	0
MIR1273C	0
MIR1273D	0
MIR1273E	0
MIR1273F	0
MIR1273G	0
MIR1273H	0
MIR1275	0
MIR1276	0
MIR1277	0
MIR1278	0
MIR1279	0
MIR128_1	0
MIR128_2	0
MIR1281	0
MIR1282	0
MIR1283_1	0
MIR1283_2	0
MIR1284	0
MIR1285_1	0
MIR1285_2	0
MIR1286	0
MIR1287	0
MIR1288	0
MIR1289_1	0
MIR1289_2	0
MIR129_1	0
MIR129_2	0
MIR1290	0
MIR1291	0
MIR1292	0
MIR1293	0
MIR1294	0
MIR1295A	0
MIR1295B	0
MIR1296	0
MIR1297	0
MIR1298	0
MIR1299	0
MIR1301	0
MIR1302_1	0
MIR1302_10	0
MIR1302_11	0
MIR1302_2	0
MIR1302_3	0
MIR1302_4	0
MIR1302_5	0
MIR1302_6	0
MIR1302_7	0
MIR1302_8	1
MIR1302_9	0
MIR1303	0
MIR1304	0
MIR1305	0
MIR1306	0
MIR1307	0
MIR130A	0
MIR130B	0
MIR132	2
MIR1321	0
MIR1322	0
MIR1323	0
MIR1324	0
MIR133A1	0
MIR133A1HG	0
MIR133A2	0
MIR133B	0
MIR134	0
MIR1343	0
MIR135A1	0
MIR135A2	0
MIR135B	0
MIR136	0
MIR137	0
MIR137HG	0
MIR138_1	0
MIR138_2	0
MIR139	0
MIR140	0
MIR141	0
MIR142	3
MIR143	0
MIR143HG	0
MIR144	0
MIR145	0
MIR1468	0
MIR1469	0
MIR146A	3
MIR146B	0
MIR1470	0
MIR1471	0
MIR147A	0
MIR147B	0
MIR148A	0
MIR148B	0
MIR149	0
MIR150	0
MIR151A	0
MIR151B	0
MIR152	0
MIR153_1	0
MIR153_2	0
MIR1537	0
MIR1538	0
MIR1539	0
MIR154	0
MIR155	0
MIR155HG	1
MIR1587	0
MIR15A	0
MIR15B	0
MIR16_1	0
MIR16_2	0
MIR17	0
MIR17HG	0
MIR181A1	0
MIR181A1HG	0
MIR181A2	0
MIR181A2HG	0
MIR181B1	0
MIR181B2	0
MIR181C	0
MIR181D	0
MIR182	0
MIR1825	0
MIR1827	0
MIR183	0
MIR184	0
MIR185	0
MIR186	0
MIR187	0
MIR188	0
MIR18A	0
MIR18B	0
MIR1908	0
MIR1909	0
MIR190A	0
MIR190B	1
MIR191	13
MIR1910	0
MIR1911	0
MIR1912	0
MIR1913	0
MIR1914	0
MIR1915	0
MIR192	0
MIR193A	0
MIR193B	0
MIR194_1	0
MIR194_2	0
MIR195	0
MIR196A1	0
MIR196A2	0
MIR196B	0
MIR197	0
MIR1972_1	0
MIR1972_2	0
MIR1973	0
MIR1976	0
MIR198	0
MIR199A1	0
MIR199A2	0
MIR199B	0
MIR19A	0
MIR19B1	0
MIR19B2	0
MIR200A	0
MIR200B	2
MIR200C	2
MIR202	0
MIR202HG	0
MIR203A	0
MIR203B	0
MIR204	0
MIR205	0
MIR2052	0
MIR2052HG	1
MIR2053	0
MIR2054	0
MIR205HG	8
MIR206	0
MIR208A	0
MIR208B	0
MIR20A	0
MIR20B	0
MIR21	0
MIR210	0
MIR210HG	0
MIR211	0
MIR2110	0
MIR2113	0
MIR2114	0
MIR2115	0
MIR2116	0
MIR2117	0
MIR212	0
MIR214	0
MIR215	0
MIR216A	0
MIR216B	0
MIR217	0
MIR217HG	0
MIR218_1	0
MIR218_2	0
MIR219A1	0
MIR219A2	0
MIR219B	0
MIR22	0
MIR221	0
MIR222	0
MIR223	0
MIR224	0
MIR2276	0
MIR2277	0
MIR2278	1
MIR22HG	6
MIR2355	0
MIR2392	0
MIR23A	0
MIR23B	0
MIR23C	0
MIR24_1	0
MIR24_2	0
MIR2467	0
MIR25	0
MIR2681	0
MIR2682	0
MIR26A1	1
MIR26A2	0
MIR26B	0
MIR27A	0
MIR27B	0
MIR28	0
MIR2861	0
MIR2909	0
MIR296	0
MIR297	0
MIR298	0
MIR299	0
MIR29A	0
MIR29B1	0
MIR29B2	1
MIR29C	0
MIR300	0
MIR301A	0
MIR301B	0
MIR302A	0
MIR302B	0
MIR302C	0
MIR302D	0
MIR302E	0
MIR302F	0
MIR3064	5
MIR3065	0
MIR3074	0
MIR30A	0
MIR30B	0
MIR30C1	0
MIR30C2	0
MIR30D	0
MIR30E	0
MIR31	0
MIR3115	0
MIR3116_1	0
MIR3116_2	0
MIR3117	0
MIR3118_1	0
MIR3118_2	0
MIR3118_3	0
MIR3118_4	0
MIR3119_1	0
MIR3119_2	0
MIR3120	0
MIR3121	0
MIR3122	0
MIR3123	0
MIR3124	0
MIR3125	0
MIR3126	0
MIR3127	0
MIR3128	0
MIR3129	0
MIR3130_1	0
MIR3130_2	0
MIR3131	0
MIR3132	0
MIR3133	0
MIR3134	0
MIR3135A	0
MIR3135B	0
MIR3136	0
MIR3137	0
MIR3138	0
MIR3139	0
MIR3140	0
MIR3141	0
MIR3142	0
MIR3143	0
MIR3144	0
MIR3145	0
MIR3146	0
MIR3147	0
MIR3148	0
MIR3149	0
MIR3150A	0
MIR3150B	0
MIR3151	0
MIR3152	0
MIR3153	0
MIR3154	1
MIR3155A	0
MIR3155B	0
MIR3156_1	0
MIR3156_2	0
MIR3156_3	0
MIR3157	0
MIR3158_1	0
MIR3158_2	0
MIR3159	0
MIR3160_1	0
MIR3160_2	0
MIR3161	0
MIR3162	0
MIR3163	0
MIR3164	0
MIR3165	0
MIR3166	0
MIR3167	0
MIR3168	0
MIR3169	0
MIR3170	0
MIR3171	0
MIR3173	0
MIR3174	0
MIR3175	0
MIR3176	0
MIR3177	0
MIR3178	0
MIR3179_1	0
MIR3179_2	0
MIR3179_3	0
MIR3179_4	0
MIR3180_1	0
MIR3180_2	0
MIR3180_3	0
MIR3180_4	0
MIR3180_5	0
MIR3181	0
MIR3182	0
MIR3183	0
MIR3184	0
MIR3185	0
MIR3186	0
MIR3187	0
MIR3188	1
MIR3189	0
MIR3190	0
MIR3191	0
MIR3192	0
MIR3193	0
MIR3194	0
MIR3195	0
MIR3196	1
MIR3197	0
MIR3198_1	0
MIR3198_2	0
MIR3199_1	0
MIR3199_2	0
MIR31HG	1
MIR32	0
MIR3200	0
MIR3201	0
MIR3202_1	0
MIR3202_2	0
MIR320A	29
MIR320B1	0
MIR320B2	0
MIR320C1	0
MIR320C2	0
MIR320D1	0
MIR320D2	0
MIR320E	0
MIR323A	0
MIR323B	0
MIR324	0
MIR325	0
MIR325HG	0
MIR326	0
MIR328	0
MIR329_1	0
MIR329_2	0
MIR330	0
MIR331	1
MIR335	0
MIR337	0
MIR338	0
MIR339	0
MIR33A	0
MIR33B	0
MIR340	0
MIR342	3
MIR345	0
MIR346	0
MIR34A	1
MIR34B	2
MIR34C	10
MIR3529	0
MIR3591	0
MIR3605	0
MIR3606	0
MIR3607	0
MIR3609	85
MIR361	0
MIR3610	0
MIR3611	0
MIR3612	0
MIR3613	0
MIR3614	0
MIR3615	0
MIR3616	0
MIR3617	0
MIR3618	0
MIR3619	0
MIR362	0
MIR3620	0
MIR3621	0
MIR3622A	0
MIR3622B	0
MIR363	0
MIR3646	0
MIR3648_1	0
MIR3648_2	0
MIR3649	0
MIR3650	0
MIR3651	0
MIR3652	0
MIR3653	0
MIR3654	0
MIR3655	0
MIR3656	0
MIR3657	0
MIR3658	0
MIR3659	0
MIR365A	0
MIR365B	0
MIR3660	0
MIR3661	0
MIR3662	0
MIR3663	0
MIR3663HG	0
MIR3664	0
MIR3665	0
MIR3666	0
MIR3667	0
MIR3668	0
MIR367	0
MIR3670_1	0
MIR3670_2	0
MIR3670_3	0
MIR3670_4	0
MIR3671	0
MIR3672	0
MIR3674	0
MIR3675	0
MIR3677	0
MIR3678	0
MIR3679	0
MIR3680_1	0
MIR3680_2	0
MIR3681	0
MIR3682	0
MIR3683	2
MIR3684	0
MIR3685	0
MIR3686	0
MIR3687_1	0
MIR3687_2	0
MIR3688_1	0
MIR3688_2	0
MIR3689A	0
MIR3689B	0
MIR3689C	0
MIR3689D1	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
MIR369	0
MIR3690	0
MIR3691	0
MIR3692	0
MIR370	0
MIR3713	0
MIR3714	0
MIR371A	0
MIR371B	0
MIR372	0
MIR373	0
MIR374A	0
MIR374B	0
MIR374C	0
MIR375	0
MIR376A1	0
MIR376A2	0
MIR376B	0
MIR376C	0
MIR377	0
MIR378A	0
MIR378B	0
MIR378C	0
MIR378D1	0
MIR378D2	0
MIR378E	0
MIR378F	0
MIR378G	0
MIR378H	0
MIR378I	0
MIR378J	0
MIR379	0
MIR380	0
MIR381	0
MIR381HG	0
MIR382	0
MIR383	0
MIR384	0
MIR3907	0
MIR3908	0
MIR3909	0
MIR3910_1	0
MIR3910_2	0
MIR3911	0
MIR3912	0
MIR3913_1	0
MIR3913_2	0
MIR3914_1	0
MIR3914_2	0
MIR3915	0
MIR3916	6
MIR3917	0
MIR3918	0
MIR3919	0
MIR3920	0
MIR3921	0
MIR3922	0
MIR3923	0
MIR3924	0
MIR3925	0
MIR3926_1	0
MIR3926_2	0
MIR3927	0
MIR3928	0
MIR3929	0
MIR3934	0
MIR3935	0
MIR3936	0
MIR3937	0
MIR3938	0
MIR3939	1
MIR3940	0
MIR3941	0
MIR3942	0
MIR3943	0
MIR3944	0
MIR3945	0
MIR3960	0
MIR3972	0
MIR3973	0
MIR3974	0
MIR3975	0
MIR3976	0
MIR3976HG	0
MIR3977	0
MIR3978	0
MIR409	0
MIR410	0
MIR411	0
MIR412	0
MIR421	0
MIR422A	0
MIR423	0
MIR424	0
MIR425	0
MIR4251	0
MIR4252	0
MIR4253	0
MIR4254	0
MIR4255	0
MIR4256	0
MIR4257	0
MIR4258	0
MIR4259	0
MIR4260	0
MIR4261	0
MIR4262	0
MIR4263	0
MIR4264	0
MIR4265	0
MIR4266	0
MIR4267	0
MIR4268	0
MIR4269	0
MIR4270	0
MIR4271	0
MIR4272	0
MIR4273	0
MIR4274	0
MIR4275	0
MIR4276	0
MIR4277	0
MIR4278	0
MIR4279	0
MIR4280	0
MIR4281	0
MIR4282	0
MIR4283_1	0
MIR4283_2	0
MIR4284	0
MIR4285	0
MIR4286	0
MIR4287	0
MIR4288	0
MIR4289	0
MIR429	1
MIR4290	0
MIR4291	0
MIR4292	0
MIR4293	0
MIR4294	0
MIR4295	0
MIR4296	0
MIR4297	0
MIR4298	0
MIR4299	0
MIR4300	0
MIR4301	0
MIR4302	0
MIR4303	0
MIR4304	0
MIR4305	0
MIR4306	0
MIR4307	0
MIR4308	0
MIR4309	0
MIR431	0
MIR4310	0
MIR4311	0
MIR4312	0
MIR4313	0
MIR4314	0
MIR4315_1	0
MIR4315_2	0
MIR4316	0
MIR4317	0
MIR4318	0
MIR4319	0
MIR432	0
MIR4320	0
MIR4321	0
MIR4322	0
MIR4323	0
MIR4324	0
MIR4325	0
MIR4326	0
MIR4327	0
MIR4328	0
MIR4329	0
MIR433	0
MIR4330	0
MIR4417	0
MIR4418	0
MIR4419A	0
MIR4419B	0
MIR4420	0
MIR4421	0
MIR4422	0
MIR4423	0
MIR4424	0
MIR4425	0
MIR4426	3
MIR4427	0
MIR4428	0
MIR4429	0
MIR4430	0
MIR4431	0
MIR4432	0
MIR4433A	0
MIR4433B	0
MIR4434	0
MIR4435_1	0
MIR4435_2	0
MIR4435_2HG	2
MIR4436A	0
MIR4436B1	0
MIR4436B2	0
MIR4437	0
MIR4438	0
MIR4439	0
MIR4440	0
MIR4441	0
MIR4442	2
MIR4443	0
MIR4444_1	0
MIR4444_2	0
MIR4445	0
MIR4446	0
MIR4447	0
MIR4448	0
MIR4449	100
MIR4450	0
MIR4451	0
MIR4452	0
MIR4453	0
MIR4454	0
MIR4455	0
MIR4456	0
MIR4457	0
MIR4458	0
MIR4458HG	15
MIR4459	0
MIR4460	0
MIR4461	0
MIR4462	0
MIR4463	0
MIR4464	0
MIR4465	0
MIR4466	0
MIR4467	0
MIR4468	0
MIR4469	0
MIR4470	0
MIR4471	0
MIR4472_1	0
MIR4472_2	0
MIR4473	0
MIR4474	0
MIR4475	0
MIR4476	0
MIR4477A	0
MIR4477B	0
MIR4478	0
MIR4479	0
MIR448	0
MIR4480	0
MIR4481	0
MIR4482	0
MIR4483	0
MIR4484	0
MIR4485	0
MIR4486	0
MIR4487	0
MIR4488	0
MIR4489	0
MIR4490	0
MIR4491	0
MIR4492	0
MIR4493	0
MIR4494	0
MIR4495	0
MIR4496	0
MIR4497	0
MIR4498	0
MIR4499	0
MIR449A	1
MIR449B	0
MIR449C	0
MIR4500	0
MIR4500HG	0
MIR4501	0
MIR4502	0
MIR4503	0
MIR4504	0
MIR4505	0
MIR4506	0
MIR4507	0
MIR4508	0
MIR4509_1	0
MIR4509_2	0
MIR4509_3	0
MIR450A1	0
MIR450A2	0
MIR450B	0
MIR4510	0
MIR4511	0
MIR4512	0
MIR4513	0
MIR4514	0
MIR4515	0
MIR4516	1
MIR4517	0
MIR4518	0
MIR4519	0
MIR451A	0
MIR451B	0
MIR452	0
MIR4520_1	0
MIR4520_2	0
MIR4521	0
MIR4522	0
MIR4523	0
MIR4524A	0
MIR4524B	0
MIR4525	0
MIR4526	0
MIR4527	0
MIR4528	0
MIR4529	0
MIR4530	0
MIR4531	0
MIR4532	0
MIR4533	0
MIR4534	0
MIR4535	0
MIR4536_1	0
MIR4536_2	0
MIR4537	0
MIR4538	1
MIR4539	0
MIR454	0
MIR4540	0
MIR455	0
MIR4632	0
MIR4633	0
MIR4634	0
MIR4635	0
MIR4636	0
MIR4637	0
MIR4638	0
MIR4639	0
MIR4640	0
MIR4641	0
MIR4642	0
MIR4643	0
MIR4644	0
MIR4645	0
MIR4646	0
MIR4647	0
MIR4648	0
MIR4649	0
MIR4650_1	0
MIR4650_2	0
MIR4651	1
MIR4652	0
MIR4653	0
MIR4654	0
MIR4655	0
MIR4656	0
MIR4657	0
MIR4658	0
MIR4659A	0
MIR4659B	0
MIR466	0
MIR4660	0
MIR4661	0
MIR4662A	0
MIR4662B	0
MIR4663	0
MIR4664	0
MIR4665	0
MIR4666A	0
MIR4666B	0
MIR4667	0
MIR4668	0
MIR4669	0
MIR4670	0
MIR4671	0
MIR4672	0
MIR4673	0
MIR4674	0
MIR4675	0
MIR4676	0
MIR4677	0
MIR4678	0
MIR4679_1	0
MIR4679_2	0
MIR4680	0
MIR4681	0
MIR4682	0
MIR4683	0
MIR4684	0
MIR4685	0
MIR4686	0
MIR4687	0
MIR4688	0
MIR4689	0
MIR4690	0
MIR4691	0
MIR4692	0
MIR4693	0
MIR4694	0
MIR4695	0
MIR4696	0
MIR4697	0
MIR4697HG	0
MIR4698	0
MIR4699	0
MIR4700	0
MIR4701	0
MIR4703	0
MIR4704	0
MIR4705	0
MIR4706	0
MIR4707	0
MIR4708	0
MIR4709	0
MIR4710	0
MIR4711	0
MIR4712	0
MIR4713	0
MIR4714	0
MIR4715	0
MIR4716	3
MIR4717	0
MIR4718	0
MIR4719	0
MIR4720	0
MIR4721	0
MIR4722	0
MIR4723	0
MIR4724	0
MIR4725	0
MIR4726	0
MIR4727	0
MIR4728	0
MIR4729	0
MIR4730	0
MIR4731	0
MIR4732	0
MIR4733	0
MIR4734	0
MIR4735	0
MIR4736	0
MIR4737	0
MIR4738	0
MIR4739	0
MIR4740	0
MIR4741	0
MIR4742	0
MIR4743	0
MIR4744	0
MIR4745	0
MIR4746	0
MIR4747	0
MIR4748	0
MIR4749	0
MIR4750	0
MIR4751	0
MIR4752	0
MIR4753	0
MIR4754	0
MIR4755	0
MIR4756	0
MIR4757	0
MIR4758	0
